source_id,db_id,has_schema,strict_analytic_signature
453,cinema,True,True
454,cinema,True,True
455,cinema,True,True
457,cinema,True,True
458,cinema,True,True
459,cinema,True,True
460,cinema,True,True
461,cinema,True,True
462,cinema,True,True
463,cinema,True,True
464,cinema,True,True
465,cinema,True,True
466,cinema,True,True
468,cinema,True,True
469,cinema,True,True
470,cinema,True,True
471,cinema,True,True
474,cinema,True,True
475,cinema,True,False
478,cinema,True,True
479,cinema,True,True
480,city_record,True,False
481,city_record,True,False
482,city_record,True,True
483,city_record,True,True
484,climbing,True,True
485,climbing,True,True
486,climbing,True,True
487,climbing,True,True
488,climbing,True,True
489,climbing,True,False
490,climbing,True,False
491,coffee_shop,True,False
492,coffee_shop,True,False
494,coffee_shop,True,True
495,coffee_shop,True,True
502,coffee_shop,True,False
505,coffee_shop,True,False
507,coffee_shop,True,False
508,coffee_shop,True,False
509,coffee_shop,True,True
511,coffee_shop,True,False
512,college_1,True,True
513,college_1,True,True
514,college_1,True,False
515,college_1,True,False
516,college_1,True,False
517,college_1,True,False
518,college_1,True,False
519,college_1,True,False
520,college_1,True,False
522,college_1,True,True
523,college_1,True,True
524,college_1,True,True
525,college_1,True,False
526,college_1,True,False
527,college_1,True,False
528,college_1,True,False
529,college_1,True,False
530,college_1,True,False
531,college_1,True,False
532,college_1,True,True
533,college_1,True,False
534,college_1,True,True
535,college_1,True,False
536,college_1,True,False
537,college_1,True,False
538,college_1,True,False
539,college_1,True,False
540,college_1,True,False
541,college_1,True,False
542,college_1,True,False
543,college_1,True,False
544,college_1,True,True
545,college_1,True,True
546,college_1,True,False
548,college_1,True,False
550,college_1,True,False
551,college_1,True,False
552,college_1,True,False
553,college_1,True,True
554,college_1,True,True
555,college_1,True,True
556,college_1,True,True
557,college_1,True,True
558,college_1,True,True
559,college_1,True,True
560,college_1,True,True
561,college_1,True,True
562,college_1,True,True
563,college_1,True,True
564,college_1,True,True
565,college_1,True,True
566,college_1,True,True
567,college_1,True,False
571,college_1,True,False
573,college_1,True,True
574,college_1,True,True
575,college_1,True,False
576,college_1,True,False
577,college_1,True,False
578,college_1,True,False
579,college_1,True,True
580,college_1,True,True
581,college_1,True,True
582,college_1,True,True
583,college_1,True,True
584,college_1,True,True
585,college_1,True,True
586,college_1,True,True
590,college_2,True,False
591,college_2,True,False
593,college_2,True,False
609,college_2,True,False
610,college_2,True,False
611,college_2,True,False
612,college_2,True,False
613,college_2,True,False
616,college_2,True,False
617,college_2,True,False
618,college_2,True,False
619,college_2,True,False
620,college_2,True,False
621,college_2,True,True
622,college_2,True,False
623,college_2,True,False
624,college_2,True,True
625,college_2,True,True
626,college_2,True,True
627,college_2,True,True
628,college_2,True,False
629,college_2,True,False
630,college_2,True,False
631,college_2,True,True
632,college_2,True,True
633,college_2,True,True
634,college_2,True,True
635,college_2,True,True
636,college_2,True,True
640,college_2,True,True
642,college_2,True,True
647,college_2,True,True
648,college_2,True,True
652,college_2,True,False
653,college_2,True,False
654,college_2,True,True
655,college_2,True,False
657,college_2,True,False
658,college_2,True,False
659,college_3,True,False
661,college_3,True,False
664,college_3,True,False
665,college_3,True,False
666,college_3,True,False
667,college_3,True,False
670,college_3,True,False
671,college_3,True,False
672,college_3,True,False
673,college_3,True,False
674,college_3,True,False
675,college_3,True,False
676,college_3,True,False
677,company_1,True,False
678,company_1,True,False
679,company_employee,True,True
680,company_employee,True,True
681,company_employee,True,True
682,company_employee,True,True
683,company_employee,True,True
684,company_office,True,True
685,company_office,True,True
686,company_office,True,True
687,company_office,True,True
688,company_office,True,False
689,concert_singer,True,True
690,concert_singer,True,True
691,concert_singer,True,False
692,concert_singer,True,False
693,concert_singer,True,True
696,concert_singer,True,True
697,concert_singer,True,True
698,concert_singer,True,True
699,concert_singer,True,True
700,concert_singer,True,True
705,concert_singer,True,True
707,county_public_safety,True,True
708,county_public_safety,True,True
709,county_public_safety,True,True
710,county_public_safety,True,True
711,course_teach,True,True
712,course_teach,True,True
713,course_teach,True,True
714,course_teach,True,True
715,course_teach,True,True
716,course_teach,True,False
717,course_teach,True,False
718,course_teach,True,True
719,course_teach,True,True
720,course_teach,True,True
721,course_teach,True,True
722,cre_Doc_Control_Systems,True,True
723,cre_Doc_Control_Systems,True,True
724,cre_Doc_Control_Systems,True,True
725,cre_Doc_Control_Systems,True,True
726,cre_Doc_Control_Systems,True,True
729,cre_Doc_Control_Systems,True,True
733,cre_Doc_Template_Mgt,True,True
734,cre_Doc_Template_Mgt,True,True
735,cre_Doc_Template_Mgt,True,True
742,cre_Doc_Template_Mgt,True,True
743,cre_Doc_Template_Mgt,True,True
744,cre_Doc_Template_Mgt,True,True
745,cre_Doc_Template_Mgt,True,True
746,cre_Doc_Template_Mgt,True,False
747,cre_Doc_Template_Mgt,True,False
748,cre_Doc_Template_Mgt,True,False
749,cre_Doc_Template_Mgt,True,True
751,cre_Doc_Template_Mgt,True,True
752,cre_Doc_Template_Mgt,True,True
753,cre_Doc_Template_Mgt,True,True
754,cre_Doc_Template_Mgt,True,False
755,cre_Doc_Template_Mgt,True,False
763,cre_Doc_Template_Mgt,True,True
767,cre_Doc_Tracking_DB,True,True
768,cre_Doc_Tracking_DB,True,True
769,cre_Doc_Tracking_DB,True,True
770,cre_Doc_Tracking_DB,True,True
771,cre_Doc_Tracking_DB,True,True
772,cre_Doc_Tracking_DB,True,True
773,cre_Doc_Tracking_DB,True,True
774,cre_Doc_Tracking_DB,True,True
775,cre_Doc_Tracking_DB,True,True
776,cre_Doc_Tracking_DB,True,True
777,cre_Doc_Tracking_DB,True,True
778,cre_Doc_Tracking_DB,True,True
779,cre_Doc_Tracking_DB,True,True
780,cre_Doc_Tracking_DB,True,True
781,cre_Doc_Tracking_DB,True,True
782,cre_Doc_Tracking_DB,True,True
783,cre_Doc_Tracking_DB,True,True
787,cre_Doc_Tracking_DB,True,True
789,cre_Doc_Tracking_DB,True,True
790,cre_Doc_Tracking_DB,True,True
791,cre_Doc_Tracking_DB,True,True
792,cre_Doc_Tracking_DB,True,True
793,cre_Doc_Tracking_DB,True,True
798,cre_Doc_Tracking_DB,True,True
802,cre_Docs_and_Epenses,True,True
803,cre_Docs_and_Epenses,True,True
809,cre_Docs_and_Epenses,True,True
812,cre_Docs_and_Epenses,True,True
815,cre_Docs_and_Epenses,True,True
816,cre_Docs_and_Epenses,True,True
817,cre_Docs_and_Epenses,True,True
818,cre_Docs_and_Epenses,True,True
819,cre_Docs_and_Epenses,True,True
821,cre_Docs_and_Epenses,True,True
822,cre_Docs_and_Epenses,True,True
823,cre_Docs_and_Epenses,True,True
824,cre_Docs_and_Epenses,True,True
825,cre_Docs_and_Epenses,True,True
826,cre_Docs_and_Epenses,True,True
827,cre_Docs_and_Epenses,True,True
828,cre_Docs_and_Epenses,True,True
829,cre_Docs_and_Epenses,True,True
830,cre_Docs_and_Epenses,True,False
831,cre_Docs_and_Epenses,True,True
832,cre_Docs_and_Epenses,True,True
833,cre_Docs_and_Epenses,True,True
834,cre_Docs_and_Epenses,True,True
838,cre_Docs_and_Epenses,True,True
842,cre_Docs_and_Epenses,True,True
843,cre_Docs_and_Epenses,True,True
844,cre_Docs_and_Epenses,True,True
845,cre_Docs_and_Epenses,True,True
846,cre_Docs_and_Epenses,True,True
847,cre_Docs_and_Epenses,True,True
848,cre_Docs_and_Epenses,True,True
849,cre_Docs_and_Epenses,True,True
850,cre_Docs_and_Epenses,True,True
851,cre_Docs_and_Epenses,True,True
852,cre_Docs_and_Epenses,True,False
853,cre_Docs_and_Epenses,True,False
854,cre_Docs_and_Epenses,True,False
855,cre_Docs_and_Epenses,True,False
856,cre_Drama_Workshop_Groups,True,False
857,cre_Drama_Workshop_Groups,True,False
858,cre_Drama_Workshop_Groups,True,True
859,cre_Drama_Workshop_Groups,True,True
860,cre_Drama_Workshop_Groups,True,True
861,cre_Drama_Workshop_Groups,True,True
862,cre_Drama_Workshop_Groups,True,True
863,cre_Drama_Workshop_Groups,True,True
864,cre_Drama_Workshop_Groups,True,True
865,cre_Drama_Workshop_Groups,True,True
866,cre_Drama_Workshop_Groups,True,False
867,cre_Drama_Workshop_Groups,True,False
868,cre_Drama_Workshop_Groups,True,False
871,cre_Drama_Workshop_Groups,True,True
872,cre_Drama_Workshop_Groups,True,True
874,cre_Drama_Workshop_Groups,True,True
875,cre_Drama_Workshop_Groups,True,True
877,cre_Drama_Workshop_Groups,True,True
878,cre_Drama_Workshop_Groups,True,True
879,cre_Drama_Workshop_Groups,True,False
880,cre_Drama_Workshop_Groups,True,False
881,cre_Drama_Workshop_Groups,True,False
882,cre_Drama_Workshop_Groups,True,True
883,cre_Drama_Workshop_Groups,True,False
884,cre_Drama_Workshop_Groups,True,False
885,cre_Theme_park,True,True
886,cre_Theme_park,True,True
887,cre_Theme_park,True,True
888,cre_Theme_park,True,True
890,cre_Theme_park,True,True
891,cre_Theme_park,True,True
892,cre_Theme_park,True,True
893,cre_Theme_park,True,True
894,cre_Theme_park,True,True
895,cre_Theme_park,True,True
896,cre_Theme_park,True,True
897,cre_Theme_park,True,False
898,culture_company,True,False
899,culture_company,True,False
901,culture_company,True,False
902,culture_company,True,False
903,culture_company,True,False
905,culture_company,True,False
906,culture_company,True,True
907,culture_company,True,True
908,customer_complaints,True,True
909,customer_complaints,True,True
910,customer_complaints,True,True
911,customer_complaints,True,True
912,customer_deliveries,True,True
913,customers_and_addresses,True,False
914,customers_and_addresses,True,False
915,customers_and_addresses,True,False
916,customers_and_addresses,True,False
917,customers_and_addresses,True,False
918,customers_and_addresses,True,False
919,customers_and_addresses,True,False
920,customers_and_addresses,True,False
921,customers_and_addresses,True,False
922,customers_and_addresses,True,False
923,customers_and_addresses,True,False
924,customers_and_addresses,True,False
925,customers_and_invoices,True,True
926,customers_and_invoices,True,True
927,customers_and_invoices,True,True
932,customers_and_invoices,True,True
934,customers_and_invoices,True,True
939,customers_and_invoices,True,True
942,customers_and_invoices,True,True
953,customers_and_invoices,True,True
956,customers_and_invoices,True,True
958,customers_and_invoices,True,True
959,customers_and_invoices,True,True
960,customers_and_invoices,True,True
961,customers_and_invoices,True,True
962,customers_and_invoices,True,False
963,customers_and_invoices,True,True
964,customers_and_invoices,True,True
965,customers_and_invoices,True,True
966,customers_and_invoices,True,False
967,customers_and_invoices,True,True
968,customers_and_invoices,True,True
969,customers_and_invoices,True,True
970,customers_and_invoices,True,True
971,customers_and_invoices,True,True
972,customers_and_invoices,True,True
975,customers_and_invoices,True,False
982,customers_and_invoices,True,False
983,customers_and_invoices,True,False
986,customers_and_invoices,True,True
988,customers_and_invoices,True,True
990,customers_and_invoices,True,True
991,customers_and_invoices,True,True
992,customers_and_products_contacts,True,True
993,customers_and_products_contacts,True,True
994,customers_and_products_contacts,True,True
995,customers_and_products_contacts,True,True
996,customers_and_products_contacts,True,True
997,customers_and_products_contacts,True,True
998,customers_and_products_contacts,True,True
999,customers_and_products_contacts,True,True
1000,customers_and_products_contacts,True,True
1001,customers_and_products_contacts,True,True
1002,customers_and_products_contacts,True,True
1003,customers_and_products_contacts,True,True
1004,customers_and_products_contacts,True,True
1005,customers_and_products_contacts,True,False
1006,customers_and_products_contacts,True,False
1007,customers_and_products_contacts,True,False
1008,customers_and_products_contacts,True,False
1009,customers_and_products_contacts,True,False
1010,customers_and_products_contacts,True,True
1011,customers_campaigns_ecommerce,True,True
1012,customers_campaigns_ecommerce,True,True
1013,customers_campaigns_ecommerce,True,False
1014,customers_campaigns_ecommerce,True,True
1015,customers_campaigns_ecommerce,True,True
1016,customers_campaigns_ecommerce,True,True
1017,customers_campaigns_ecommerce,True,True
1018,customers_campaigns_ecommerce,True,True
1019,customers_campaigns_ecommerce,True,True
1020,customers_campaigns_ecommerce,True,True
1021,customers_campaigns_ecommerce,True,True
1022,customers_campaigns_ecommerce,True,True
1023,customers_campaigns_ecommerce,True,True
1024,customers_campaigns_ecommerce,True,False
1029,customers_card_transactions,True,True
1030,customers_card_transactions,True,True
1031,customers_card_transactions,True,True
1032,customers_card_transactions,True,True
1037,customers_card_transactions,True,True
1042,customers_card_transactions,True,True
1043,customers_card_transactions,True,True
1048,customers_card_transactions,True,True
1051,customers_card_transactions,True,True
1053,customers_card_transactions,True,True
1055,customers_card_transactions,True,True
1056,customers_card_transactions,True,True
1057,customers_card_transactions,True,True
1058,customers_card_transactions,True,True
1059,customers_card_transactions,True,True
1060,customers_card_transactions,True,True
1061,customers_card_transactions,True,True
1062,customers_card_transactions,True,True
1063,customers_card_transactions,True,True
1064,customers_card_transactions,True,True
1065,customers_card_transactions,True,True
1066,customers_card_transactions,True,True
1067,customers_card_transactions,True,True
1068,debate,True,True
1069,debate,True,True
1070,debate,True,False
1071,debate,True,False
1072,debate,True,False
1073,debate,True,True
1074,debate,True,False
1075,debate,True,True
1076,debate,True,True
1077,debate,True,True
1078,debate,True,True
1079,debate,True,True
1080,debate,True,True
1081,debate,True,True
1082,debate,True,True
1083,debate,True,True
1084,decoration_competition,True,True
1085,decoration_competition,True,True
1086,decoration_competition,True,False
1087,decoration_competition,True,True
1088,decoration_competition,True,True
1089,decoration_competition,True,True
1090,decoration_competition,True,True
1091,decoration_competition,True,True
1093,department_management,True,True
1096,department_management,True,True
1097,department_management,True,True
1098,department_management,True,True
1099,department_management,True,True
1100,department_management,True,True
1101,department_management,True,True
1104,department_management,True,False
1105,department_management,True,False
1106,department_management,True,False
1109,department_management,True,True
1110,department_management,True,True
1112,department_management,True,True
1113,department_management,True,False
1115,department_store,True,False
1116,department_store,True,False
1117,department_store,True,False
1118,department_store,True,False
1119,department_store,True,False
1120,department_store,True,False
1121,department_store,True,True
1122,department_store,True,True
1123,department_store,True,True
1124,department_store,True,True
1125,department_store,True,False
1126,department_store,True,False
1127,department_store,True,False
1128,department_store,True,False
1129,department_store,True,False
1130,department_store,True,False
1131,department_store,True,False
1132,department_store,True,False
1133,department_store,True,False
1137,department_store,True,False
1138,department_store,True,False
1139,department_store,True,False
1140,department_store,True,False
1141,department_store,True,False
1142,department_store,True,False
1143,department_store,True,False
1144,department_store,True,False
1145,device,True,True
1146,device,True,True
1147,device,True,True
1148,device,True,True
1149,device,True,True
1150,device,True,True
1151,document_management,True,True
1152,document_management,True,True
1153,document_management,True,False
1154,dog_kennels,True,False
1155,dog_kennels,True,False
1156,dog_kennels,True,False
1157,dog_kennels,True,False
1158,dog_kennels,True,False
1159,dog_kennels,True,False
1160,dog_kennels,True,False
1161,dog_kennels,True,True
1162,dog_kennels,True,True
1163,dog_kennels,True,True
1164,dog_kennels,True,True
1165,dog_kennels,True,True
1166,dog_kennels,True,True
1167,dog_kennels,True,False
1168,dog_kennels,True,False
1169,dog_kennels,True,False
1170,dog_kennels,True,False
1171,dog_kennels,True,False
1172,dog_kennels,True,False
1173,dog_kennels,True,True
1174,dog_kennels,True,True
1175,dog_kennels,True,False
1180,dog_kennels,True,False
1181,dog_kennels,True,True
1182,dog_kennels,True,True
1183,dog_kennels,True,False
1184,dog_kennels,True,True
1185,dog_kennels,True,True
1186,dog_kennels,True,True
1187,dog_kennels,True,True
1188,dog_kennels,True,True
1189,dog_kennels,True,False
1190,dog_kennels,True,True
1191,dog_kennels,True,True
1192,dog_kennels,True,True
1197,dog_kennels,True,True
1198,dog_kennels,True,True
1199,dog_kennels,True,True
1200,dog_kennels,True,True
1201,dog_kennels,True,True
1202,dog_kennels,True,True
1203,dog_kennels,True,True
1204,dog_kennels,True,True
1209,dorm_1,True,True
1210,dorm_1,True,True
1211,dorm_1,True,True
1212,dorm_1,True,True
1213,dorm_1,True,True
1214,dorm_1,True,True
1215,dorm_1,True,False
1216,dorm_1,True,False
1217,dorm_1,True,False
1219,dorm_1,True,False
1220,dorm_1,True,False
1221,dorm_1,True,False
1222,dorm_1,True,True
1223,dorm_1,True,False
1224,dorm_1,True,False
1225,dorm_1,True,False
1226,dorm_1,True,False
1227,dorm_1,True,False
1228,dorm_1,True,True
1229,dorm_1,True,True
1231,dorm_1,True,True
1232,dorm_1,True,True
1233,dorm_1,True,True
1234,dorm_1,True,False
1235,dorm_1,True,False
1236,dorm_1,True,True
1237,dorm_1,True,True
1238,dorm_1,True,False
1239,dorm_1,True,False
1240,dorm_1,True,False
1241,dorm_1,True,False
1242,driving_school,True,False
1243,driving_school,True,False
1244,driving_school,True,True
1245,driving_school,True,True
1246,driving_school,True,True
1247,driving_school,True,True
1248,e_learning,True,False
1249,e_learning,True,False
1250,e_learning,True,False
1251,e_learning,True,False
1252,e_learning,True,False
1253,e_learning,True,False
1254,e_learning,True,False
1255,e_learning,True,False
1256,e_learning,True,False
1257,e_learning,True,False
1258,e_learning,True,False
1259,e_learning,True,False
1260,e_learning,True,False
1261,e_learning,True,False
1262,e_learning,True,False
1263,e_learning,True,False
1264,e_learning,True,False
1265,e_learning,True,False
1266,e_learning,True,False
1267,e_learning,True,False
1268,e_learning,True,False
1269,e_learning,True,False
1270,e_learning,True,False
1271,e_learning,True,False
1272,e_learning,True,False
1273,e_learning,True,True
1274,e_learning,True,True
1275,e_learning,True,True
1277,e_learning,True,True
1278,e_learning,True,True
1279,e_learning,True,True
1281,e_learning,True,True
1282,e_learning,True,True
1283,e_learning,True,True
1284,e_learning,True,False
1285,e_learning,True,False
1286,e_learning,True,False
1288,e_learning,True,True
1289,e_learning,True,True
1290,e_learning,True,True
1292,e_learning,True,True
1293,e_learning,True,False
1294,e_learning,True,False
1295,e_learning,True,True
1296,e_learning,True,True
1297,e_learning,True,True
1298,e_learning,True,True
1299,e_learning,True,True
1300,e_learning,True,True
1301,election,True,True
1302,election,True,True
1303,election,True,True
1304,election,True,True
1305,election,True,True
1306,election,True,True
1307,election,True,True
1308,election,True,True
1309,election,True,True
1310,election,True,True
1311,election,True,True
1314,election,True,True
1315,election,True,True
1316,election,True,False
1317,election,True,False
1318,election,True,False
1319,election,True,False
1320,election,True,True
1321,election,True,False
1322,election,True,False
1323,election_representative,True,True
1324,election_representative,True,True
1325,election_representative,True,True
1326,election_representative,True,True
1327,election_representative,True,True
1328,election_representative,True,True
1329,employee_hire_evaluation,True,True
1330,employee_hire_evaluation,True,True
1331,employee_hire_evaluation,True,True
1332,employee_hire_evaluation,True,True
1333,employee_hire_evaluation,True,True
1334,employee_hire_evaluation,True,True
1335,employee_hire_evaluation,True,True
1336,employee_hire_evaluation,True,True
1337,employee_hire_evaluation,True,True
1338,employee_hire_evaluation,True,True
1339,employee_hire_evaluation,True,True
1340,employee_hire_evaluation,True,True
1341,employee_hire_evaluation,True,True
1342,employee_hire_evaluation,True,True
1343,employee_hire_evaluation,True,True
1344,employee_hire_evaluation,True,True
1345,employee_hire_evaluation,True,True
1346,employee_hire_evaluation,True,True
1347,employee_hire_evaluation,True,True
1348,employee_hire_evaluation,True,True
1349,employee_hire_evaluation,True,True
1350,employee_hire_evaluation,True,True
1351,employee_hire_evaluation,True,True
1352,employee_hire_evaluation,True,True
1353,employee_hire_evaluation,True,True
1354,employee_hire_evaluation,True,True
1355,employee_hire_evaluation,True,True
1356,employee_hire_evaluation,True,True
1357,employee_hire_evaluation,True,True
1358,employee_hire_evaluation,True,True
1359,employee_hire_evaluation,True,True
1360,employee_hire_evaluation,True,True
1361,employee_hire_evaluation,True,True
1362,employee_hire_evaluation,True,True
1363,employee_hire_evaluation,True,True
1366,entertainment_awards,True,True
1367,entertainment_awards,True,True
1368,entertainment_awards,True,True
